Molecule ChEMBL ID,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Action Type,InChI,Potency,Molecular Weight_standardized,AlogP_standardized,Standard Value_standardized,pChEMBL Value_standardized,Ligand Efficiency LE_standardized,Ligand Efficiency LLE_standardized,Ligand Efficiency SEI_standardized
CHEMBL3577896,414.44,0.0,4.91,20,O=C(O)c1cccc(CN(Cc2ccc(F)cc2)C(=O)c2cnc3ccccc3c2)c1,IC50,9356.0,nM,,,,,,,,"InChI=1S/C25H19FN2O3/c26-22-10-8-17(9-11-22)15-28(16-18-4-3-6-20(12-18)25(30)31)24(29)21-13-19-5-1-2-7-23(19)27-14-21/h1-14H,15-16H2,(H,30,31)","Medium Potency 
(between 1 and 10 $\mu$M)",-0.38305444310609654,0.12325843596042316,0.20660691860675626,,,,
CHEMBL3577892,442.49,1.0,5.78,16,Cc1ccc(CN(C(=O)c2cnc3ccccc3c2)[C@H](C)c2ccc(F)cc2)cc1C(=O)O,IC50,7820.0,nM,,,,,,,,"InChI=1S/C27H23FN2O3/c1-17-7-8-19(13-24(17)27(32)33)16-30(18(2)20-9-11-23(28)12-10-20)26(31)22-14-21-5-3-4-6-25(21)29-15-22/h3-15,18H,16H2,1-2H3,(H,32,33)/t18-/m1/s1","Medium Potency 
(between 1 and 10 $\mu$M)",-0.086747294712214,0.7825137931023813,0.11207721640566225,,,,
CHEMBL3577891,446.45,1.0,5.61,15,C[C@H](c1ccc(F)cc1)N(Cc1ccc(F)c(C(=O)O)c1)C(=O)c1cnc2ccccc2c1,IC50,3282.0,nM,5.48,,12.28,0.23,-0.13,7.78,,"InChI=1S/C26H20F2N2O3/c1-16(18-7-9-21(27)10-8-18)30(15-17-6-11-23(28)22(12-17)26(32)33)25(31)20-13-19-4-2-3-5-24(19)29-14-20/h2-14,16H,15H2,1H3,(H,32,33)/t16-/m1/s1","Medium Potency 
(between 1 and 10 $\mu$M)",-0.0449156972919014,0.6536937807872861,-0.16720389595668453,-1.2857771295616758,-1.2500098834484874,-1.8520432713275126,-0.5878684007607043
CHEMBL3577888,417.48,1.0,5.03,Rac-12,CC(c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)C1Cc2ccccc2C1,IC50,5000.0,nM,,,,,,,,"InChI=1S/C26H24FNO3/c1-17(19-9-11-24(27)12-10-19)28(16-18-5-4-8-22(13-18)26(30)31)25(29)23-14-20-6-2-3-7-21(20)15-23/h2-13,17,23H,14-16H2,1H3,(H,30,31)","Medium Potency 
(between 1 and 10 $\mu$M)",-0.3509412976117148,0.21419020935931402,-0.061473408729158796,,,,
CHEMBL3576881,417.44,0.0,4.58,10,C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cn2ccccc2n1,IC50,307.0,nM,6.51,,15.6,0.29,1.93,8.69,,"InChI=1S/C24H20FN3O3/c1-16(18-8-10-20(25)11-9-18)28(14-17-5-4-6-19(13-17)24(30)31)23(29)21-15-27-12-3-2-7-22(27)26-21/h2-13,15-16H,14H2,1H3,(H,30,31)/t16-/m1/s1","High Potency 
(less than 1 $\mu$M)",-0.35136383899979895,-0.12680394088652652,-0.3502936511964337,-0.3925316213005674,-0.34861064498957856,-0.024727702527895513,-0.3492648371117861
CHEMBL3235968,362.39,0.0,4.77,28,CC(C)NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1,IC50,44.0,nM,7.36,,20.3,0.39,2.59,22.75,,"InChI=1S/C20H21F3N2O/c1-13(2)24-19(26)25-12-11-14-5-3-4-6-17(14)18(25)15-7-9-16(10-8-15)20(21,22)23/h3-10,13,18H,11-12H2,1-2H3,(H,24,26)/t18-/m1/s1","High Potency 
(less than 1 $\mu$M)",-0.9328864243503597,0.017171366995050157,-0.3664794009873762,0.3446127301770472,1.153721419108604,0.5607229166020788,3.337291322123152
CHEMBL3235971,478.44,1.0,6.67,31,O=C(NC(c1ccccc1)C(F)(F)F)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1,IC50,154.0,nM,6.81,,14.24,0.27,0.14,21.07,,"InChI=1S/C25H20F6N2O/c26-24(27,28)19-12-10-17(11-13-19)21-20-9-5-4-6-16(20)14-15-33(21)23(34)32-22(25(29,30)31)18-7-2-1-3-8-18/h1-13,21-22H,14-15H2,(H,32,34)/t21-,22?/m1/s1","High Potency 
(less than 1 $\mu$M)",0.29301177782825194,1.456924445810821,-0.35970969575162076,-0.13236302666140964,-0.6490770578092144,-1.6125407453197957,2.8967924353866876
CHEMBL3235972,450.38,1.0,6.57,33,O=C(Nc1ccc(F)cc1)N1CC(F)(F)c2ccccc2C1c1ccc(C(F)(F)F)cc1,IC50,324.0,nM,6.49,,14.41,0.28,-0.08,20.07,,"InChI=1S/C23H16F6N2O/c24-16-9-11-17(12-10-16)30-21(32)31-13-22(25,26)19-4-2-1-3-18(19)20(31)14-5-7-15(8-6-14)23(27,28)29/h1-12,20H,13H2,(H,30,32)","High Potency 
(less than 1 $\mu$M)",-0.003401005912651494,1.3811479679784122,-0.3492474240236351,-0.4098761942765109,-0.4988438513993961,-1.807690951696454,2.6345907170911724
CHEMBL3353601,580.93,2.0,6.69,40,CC(C)(c1ccc(CN(c2ncc(C(F)(F)F)cc2Cl)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)C(F)(F)F,IC50,3.3,nM,8.48,,14.6,0.3,1.79,9.69,,"InChI=1S/C24H19ClF6N2O4S/c1-22(2,24(29,30)31)16-7-3-14(4-8-16)13-33(20-19(25)11-17(12-32-20)23(26,27)28)38(36,37)18-9-5-15(6-10-18)21(34)35/h3-12H,13H2,1-2H3,(H,34,35)","High Potency 
(less than 1 $\mu$M)",1.375668449446398,1.472079741377303,-0.3689841919246057,1.3159088168299036,-0.1983774385797602,-0.1489141974948597,-0.08706311881627127
CHEMBL3687403,582.6,2.0,6.98,BDBM151796,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2nc(C3CC3)c3ccccc3c2C2CC2)cc1,IC50,10.0,nM,8.0,,13.73,0.27,1.02,8.26,,"InChI=1S/C30H25F3N2O5S/c31-30(32,33)40-22-13-5-18(6-14-22)17-35(41(38,39)23-15-11-21(12-16-23)29(36)37)28-26(19-7-8-19)24-3-1-2-4-25(24)27(34-28)20-9-10-20/h1-6,11-16,19-20H,7-10,17H2,(H,36,37)","High Potency 
(less than 1 $\mu$M)",1.3933095523989043,1.6918315270912891,-0.3685718553329733,0.8996390654072505,-0.6490770578092144,-0.8319399198131633,-0.4620115759788574
CHEMBL3898642,392.89,0.0,4.77,20c,C[C@H](c1cccc(Cl)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,IC50,400.0,nM,6.4,,16.28,0.31,1.63,10.09,,"InChI=1S/C23H21ClN2O2/c1-16(19-13-8-14-20(24)15-19)26(23(28)18-11-6-3-7-12-18)21(22(25)27)17-9-4-2-5-10-17/h2-16,21H,1H3,(H2,25,27)/t16-,21-/m1/s1","High Potency 
(less than 1 $\mu$M)",-0.6106986159363343,0.017171366995050157,-0.3445701731334768,-0.4879267726682582,-0.04814423216994185,-0.2908416203142476,0.017817568501934746
CHEMBL3687360,536.6,2.0,6.53,BDBM151753,Cc1c(N(Cc2ccc(C(F)(F)C3CCC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,IC50,1.7,nM,8.77,,16.34,0.32,2.24,10.01,,"InChI=1S/C29H26F2N2O4S/c1-19-26-8-3-2-5-22(26)17-32-27(19)33(38(36,37)25-15-11-21(12-16-25)28(34)35)18-20-9-13-24(14-10-20)29(30,31)23-6-4-7-23/h2-3,5,8-17,23H,4,6-7,18H2,1H3,(H,34,35)","High Potency 
(less than 1 $\mu$M)",0.9073869561023414,1.3508373768454487,-0.3690826603643985,1.5674051249810887,0.1020889742398765,0.2502566791846685,-0.0031585689617064554
CHEMBL4237618,409.31,0.0,3.59,33,O=C(N[C@@H](c1ccc(C(F)(F)F)c(F)c1)c1ncccc1F)c1ccc(=O)[nH]c1,IC50,5.0,nM,8.3,,20.28,0.39,4.71,11.09,,"InChI=1S/C19H12F5N3O2/c20-13-2-1-7-25-17(13)16(27-18(29)11-4-6-15(28)26-9-11)10-3-5-12(14(21)8-10)19(22,23)24/h1-9,16H,(H,26,28)(H,27,29)/t16-/m0/s1","High Potency 
(less than 1 $\mu$M)",-0.43724537612786535,-0.8769910714273755,-0.36887956920732584,1.1598076600464091,1.153721419108604,2.4412612689589666,0.28001928679744953
CHEMBL2442014,386.92,0.0,4.65,56,CCN(C(=O)c1ccccc1OCc1ccc(Cl)cc1)[C@H]1CCC[C@@H](N)C1,IC50,254.0,nM,6.59,,17.05,0.33,1.95,11.87,,"InChI=1S/C22H27ClN2O2/c1-2-25(19-7-5-6-18(24)14-19)22(26)20-8-3-4-9-21(20)27-15-16-10-12-17(23)13-11-16/h3-4,8-13,18-19H,2,5-7,14-15,24H2,1H3/t18-,19+/m1/s1","High Potency 
(less than 1 $\mu$M)",-0.6737629181078663,-0.07376040640384002,-0.3535554182645704,-0.3231533293967919,0.25232218064969486,-0.006986774675472028,0.4845366270679509
CHEMBL2442013,386.92,0.0,4.65,55,CCN(C(=O)c1ccccc1OCc1ccc(Cl)cc1)[C@@H]1CCC[C@H](N)C1,IC50,19.3,nM,7.71,,19.94,0.39,3.06,13.88,,"InChI=1S/C22H27ClN2O2/c1-2-25(19-7-5-6-18(24)14-19)22(26)20-8-3-4-9-21(20)27-15-16-10-12-17(23)13-11-16/h3-4,8-13,18-19H,2,5-7,14-15,24H2,1H3/t18-,19+/m0/s1","High Potency 
(less than 1 $\mu$M)",-0.6737629181078663,-0.07376040640384002,-0.36799950752667765,0.6481427572560645,1.153721419108604,0.9776347211340305,1.011562080841936
CHEMBL2442021,366.51,0.0,4.31,47,CCN(C(=O)c1ccccc1OCc1ccccc1C)[C@@H]1CCC[C@H](N)C1,IC50,15.1,nM,7.82,,21.34,0.4,3.51,14.08,,"InChI=1S/C23H30N2O2/c1-3-25(20-12-8-11-19(24)15-20)23(26)21-13-6-7-14-22(21)27-16-18-10-5-4-9-17(18)2/h4-7,9-10,13-14,19-20H,3,8,11-12,15-16,24H2,1-2H3/t19-,20+/m0/s1","High Potency 
(less than 1 $\mu$M)",-0.8893646613777111,-0.3314004310340311,-0.36825798718113373,0.743537908623756,1.3039546255184224,1.3768055978135583,1.0640024245010389
CHEMBL2442033,378.52,0.0,4.53,35,N[C@H]1CCC[C@@H](N(C(=O)c2ccccc2OCc2ccccc2)C2CCC2)C1,IC50,1360.0,nM,5.87,,15.5,0.29,1.34,10.56,,"InChI=1S/C24H30N2O2/c25-19-10-6-13-21(16-19)26(20-11-7-12-20)24(27)22-14-4-5-15-23(22)28-17-18-8-2-1-3-9-18/h1-5,8-9,14-15,19-21H,6-7,10-13,16-17,25H2/t19-,21+/m0/s1","Medium Potency 
(between 1 and 10 $\mu$M)",-0.7624966096054998,-0.16469217980273088,-0.28548910925779303,-0.9475579565307707,-0.34861064498957856,-0.5480850741743877,0.14105237610082688
CHEMBL1955989,370.42,1.0,6.84,25,FC(F)(F)c1ccccc1-c1ccc2[nH]c(/C=C/C3CCCCC3)nc2c1,IC50,15.0,nM,7.82,,,,,,,"InChI=1S/C22H21F3N2/c23-22(24,25)18-9-5-4-8-17(18)16-11-12-19-20(14-16)27-21(26-19)13-10-15-6-2-1-3-7-15/h4-5,8-15H,1-3,6-7H2,(H,26,27)/b13-10+","High Potency 
(less than 1 $\mu$M)",-0.8480612406925029,1.5857444581259161,-0.3682641414586208,0.743537908623756,,,
CHEMBL2443060,456.85,1.0,5.12,(S)-(+)-10e,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)C[C@H](O)c1cccc(Cl)c1O2,IC50,46.3,nM,7.33,,16.05,0.32,2.21,10.33,,"InChI=1S/C21H20ClF3N2O4/c22-16-3-1-2-15-17(28)12-20(31-18(15)16)8-10-27(11-9-20)19(29)26-13-4-6-14(7-5-13)30-21(23,24)25/h1-7,17,28H,8-12H2,(H,26,29)/t17-/m0/s1","High Potency 
(less than 1 $\mu$M)",0.06494506360993059,0.282389039408482,-0.36633785260517404,0.31859587071313117,0.1020889742398765,0.22364528740603307,0.08074598089285835
CHEMBL2443070,454.83,1.0,5.27,9e,O=C1CC2(CCN(C(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)Oc2c(Cl)cccc21,IC50,111.0,nM,6.96,,15.29,0.31,1.68,10.25,,"InChI=1S/C21H18ClF3N2O4/c22-16-3-1-2-15-17(28)12-20(31-18(15)16)8-10-27(11-9-20)19(29)26-13-4-6-14(7-5-13)30-21(23,24)25/h1-7H,8-12H2,(H,26,29)","High Potency 
(less than 1 $\mu$M)",0.04360672351168981,0.39605375615709504,-0.36235603507105246,-0.0022787293418303663,-0.04814423216994185,-0.24648930068318886,0.05976984342921715
CHEMBL3687410,540.52,2.0,5.05,BDBM151803,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)NC#N)cc2)ncc2ccccc12,IC50,14.0,nM,7.85,,14.53,0.28,2.8,6.99,,"InChI=1S/C26H19F3N4O4S/c1-17-23-5-3-2-4-20(23)14-31-24(17)33(15-18-6-10-21(11-7-18)37-26(27,28)29)38(35,36)22-12-8-19(9-13-22)25(34)32-16-30/h2-14H,15H2,1H3,(H,32,34)","High Potency 
(less than 1 $\mu$M)",0.9487960121345699,0.22934550492579547,-0.3683256842334913,0.7695547680876712,-0.4988438513993961,0.7470026590525253,-0.795007758214161
CHEMBL3935137,492.45,0.0,3.7,BDBM191645,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C(F)(F)F)c(F)c4)cs3)cccc2n(C)c1=O,IC50,10000.0,nM,,,,,,,,"InChI=1S/C22H16F4N4O3S/c1-29-16-5-3-4-12(18(16)19(32)30(2)21(29)33)9-17(31)28-20-27-15(10-34-20)11-6-7-13(14(23)8-11)22(24,25)26/h3-8,10H,9H2,1-2H3,(H,27,28,31)","Low Potency 
(larger than 10 $\mu$M)",0.44100689900466156,-0.7936369458117254,0.24624046562336077,,,,
CHEMBL3235977,416.38,0.0,4.81,38,O=C(Nc1ccc(F)cc1)N1CCc2cncnc2C1c1ccc(C(F)(F)F)cc1,IC50,786.0,nM,6.11,,14.66,0.28,1.29,10.5,,"InChI=1S/C21H16F4N4O/c22-16-5-7-17(8-6-16)28-20(30)29-10-9-14-11-26-12-27-18(14)19(29)13-1-3-15(4-2-13)21(23,24)25/h1-8,11-12,19H,9-10H2,(H,28,30)","High Potency 
(less than 1 $\mu$M)",-0.36256118578402413,0.04748195812801378,-0.3208146620334623,-0.7394230808194442,-0.4988438513993961,-0.5924373938054465,0.12532027300309587
CHEMBL3235966,397.4,1.0,5.28,26,O=C(Nc1ccncc1)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1,IC50,398.0,nM,6.4,,16.1,0.3,1.12,14.15,,"InChI=1S/C22H18F3N3O/c23-22(24,25)17-7-5-16(6-8-17)20-19-4-2-1-3-15(19)11-14-28(20)21(29)27-18-9-12-26-13-10-18/h1-10,12-13,20H,11,14H2,(H,26,27,29)/t20-/m1/s1","High Potency 
(less than 1 $\mu$M)",-0.5630570744298671,0.4036314039403364,-0.3446932586832178,-0.4879267726682582,-0.1983774385797602,-0.7432352805510458,1.082356544781725
CHEMBL3235969,416.37,1.0,5.31,29,C[C@H](NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1)C(F)(F)F,IC50,14.0,nM,7.85,,18.86,0.37,2.54,24.29,,"InChI=1S/C20H18F6N2O/c1-12(19(21,22)23)27-18(29)28-11-10-13-4-2-3-5-16(13)17(28)14-6-8-15(9-7-14)20(24,25)26/h2-9,12,17H,10-11H2,1H3,(H,27,29)/t12-,17+/m0/s1","High Potency 
(less than 1 $\mu$M)",-0.36266682113104504,0.4263643472900587,-0.3683256842334913,0.7695547680876712,0.8532550062889674,0.5163705969710204,3.741081968298245
CHEMBL3235974,415.39,1.0,5.42,35,O=C(Nc1ccc(F)cc1)N1CCc2cnccc2C1c1ccc(C(F)(F)F)cc1,IC50,1262.0,nM,5.9,,14.2,0.27,0.48,13.04,,"InChI=1S/C22H17F4N3O/c23-17-5-7-18(8-6-17)28-21(30)29-12-10-15-13-27-11-9-19(15)20(29)14-1-3-16(4-2-14)22(24,25)26/h1-9,11,13,20H,10,12H2,(H,28,30)","Medium Potency 
(between 1 and 10 $\mu$M)",-0.3730190851391024,0.5097184729057088,-0.2915203011951024,-0.9215410970668547,-0.6490770578092144,-1.3109449718285968,0.7913126374737033
CHEMBL3974529,521.54,2.0,6.2,BDBM248583,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,IC50,1.4,nM,8.85,,16.98,0.35,2.65,10.55,,"InChI=1S/C24H18F3NO5S2/c1-15-20-4-2-3-5-21(20)34-22(15)28(14-16-6-10-18(11-7-16)33-24(25,26)27)35(31,32)19-12-8-17(9-13-19)23(29)30/h2-13H,14H2,1H3,(H,29,30)","High Potency 
(less than 1 $\mu$M)",0.7483001234887269,1.100774999998499,-0.36910112319685967,1.6367834168848643,0.5527885934693307,0.6139457001593494,0.13843035891787178
CHEMBL3892970,515.47,1.0,3.04,BDBM191730,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(OC(F)(F)F)c(F)c4)cs3)nsc2n(C)c1=O,IC50,10000.0,nM,,,,,,,,"InChI=1S/C19H13F4N5O4S2/c1-27-15(30)14-10(26-34-16(14)28(2)18(27)31)6-13(29)25-17-24-11(7-33-17)8-3-4-12(9(20)5-8)32-19(21,22)23/h3-5,7H,6H2,1-2H3,(H,24,25,29)","Low Potency 
(larger than 10 $\mu$M)",0.6841794678469855,-1.2937616995056247,0.24624046562336077,,,,
CHEMBL3687354,522.57,2.0,6.14,BDBM151746,Cc1cc2ccccc2nc1N(Cc1ccc(C(F)(F)C2CC2)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,IC50,4.0,nM,8.4,,16.07,0.31,2.26,9.59,,"InChI=1S/C28H24F2N2O4S/c1-18-16-21-4-2-3-5-25(21)31-26(18)32(37(35,36)24-14-8-20(9-15-24)27(33)34)17-19-6-10-22(11-7-19)28(29,30)23-12-13-23/h2-11,14-16,23H,12-13,17H2,1H3,(H,33,34)","High Potency 
(less than 1 $\mu$M)",0.75918056423189,1.0553091132990533,-0.36894111198219637,1.246530524926128,-0.04814423216994185,0.2679976070370916,-0.11328329064582265
CHEMBL3687370,523.04,2.0,6.51,BDBM151763,Cc1c(N(Cc2cc3cccc(Cl)c3s2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,IC50,3.9,nM,8.41,,16.08,0.33,1.9,9.6,,"InChI=1S/C26H19ClN2O4S2/c1-16-22-7-3-2-5-19(22)14-28-25(16)29(15-20-13-18-6-4-8-23(27)24(18)34-20)35(32,33)21-11-9-17(10-12-21)26(30)31/h2-14H,15H2,1H3,(H,30,31)","High Potency 
(less than 1 $\mu$M)",0.7641454255418757,1.3356820812789665,-0.36894726625968344,1.2552028114140998,0.25232218064969486,-0.05133909430653074,-0.11066127346286757
CHEMBL3687382,539.92,2.0,5.22,BDBM151775,Cn1ccc2c(N(Cc3ccc(OC(F)(F)F)cc3)S(=O)(=O)c3ccc(C(=O)O)cc3)ncc(Cl)c21,IC50,987.0,nM,6.01,,11.12,0.23,0.79,5.9,,"InChI=1S/C23H17ClF3N3O5S/c1-29-11-10-18-20(29)19(24)12-28-21(18)30(13-14-2-6-16(7-3-14)35-23(25,26)27)36(33,34)17-8-4-15(5-9-17)22(31)32/h2-12H,13H2,1H3,(H,31,32)","High Potency 
(less than 1 $\mu$M)",0.94245789131331,0.3581655172408907,-0.308444564284491,-0.826145945699164,-1.2500098834484874,-1.0359605901160331,-1.0808076311562722
CHEMBL3687394,570.59,2.0,5.99,BDBM151787,COC1(C(F)(F)F)CCc2cc(CN(c3ncc4ccccc4c3C)S(=O)(=O)c3ccc(C(=O)O)cc3)ccc21,IC50,3.5,nM,8.46,,14.82,0.29,2.47,8.74,,"InChI=1S/C29H25F3N2O5S/c1-18-24-6-4-3-5-22(24)16-33-26(18)34(40(37,38)23-10-8-20(9-11-23)27(35)36)17-19-7-12-25-21(15-19)13-14-28(25,39-2)29(30,31)32/h3-12,15-16H,13-14,17H2,1-2H3,(H,35,36)","High Potency 
(less than 1 $\mu$M)",1.2664415006266931,0.9416443965504402,-0.3689718833696316,1.29856424385396,-0.34861064498957856,0.45427734948753834,-0.33615475119701016
CHEMBL3687413,569.48,2.0,5.65,BDBM151806,NC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C(F)(F)F)cc1,IC50,10.0,nM,8.0,,14.05,0.28,2.35,7.8,,"InChI=1S/C25H17F6N3O4S/c26-24(27,28)21-20-4-2-1-3-17(20)13-33-23(21)34(14-15-5-9-18(10-6-15)38-25(29,30)31)39(36,37)19-11-7-16(8-12-19)22(32)35/h1-13H,14H2,(H2,32,35)","High Potency 
(less than 1 $\mu$M)",1.2547159771073628,0.6840043719202498,-0.3685718553329733,0.8996390654072505,-0.4988438513993961,0.34783178237299744,-0.5826243663947942
CHEMBL3920106,496.44,0.0,3.6,BDBM191716,Cc1oc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)cc3F)cs1)c(=O)n(C)c(=O)n2C,IC50,10000.0,nM,,,,,,,,"InChI=1S/C21H16F4N4O4S/c1-9-12(16-17(31)28(2)20(32)29(3)18(16)33-9)7-15(30)27-19-26-14(8-34-19)11-5-4-10(6-13(11)22)21(23,24)25/h4-6,8H,7H2,1-3H3,(H,26,27,30)","Low Potency 
(larger than 10 $\mu$M)",0.48315540246603744,-0.8694134236441344,0.24624046562336077,,,,
CHEMBL3682558,472.57,1.0,5.51,BDBM151645,Cc1c(N(Cc2ccc(C3CC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,IC50,12.0,nM,7.92,,16.76,0.32,2.41,9.05,,"InChI=1S/C27H24N2O4S/c1-18-25-5-3-2-4-23(25)16-28-26(18)29(17-19-6-8-20(9-7-19)21-10-11-21)34(32,33)24-14-12-22(13-15-24)27(30)31/h2-9,12-16,21H,10-11,17H2,1H3,(H,30,31)","High Potency 
(less than 1 $\mu$M)",0.23100382912692963,0.5779173029548768,-0.3684487697832323,0.8302607735034749,0.1020889742398765,0.4010545659302679,-0.25487221852540043
CHEMBL3682565,559.02,2.0,6.08,BDBM151652,Cc1c(N(Cc2ccc(OCC3CC3)c(Cl)c2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,IC50,20.0,nM,7.7,,14.34,0.28,1.62,7.95,,"InChI=1S/C28H25ClN2O5S/c1-18-24-5-3-2-4-22(24)15-30-27(18)31(37(34,35)23-11-9-21(10-12-23)28(32)33)16-20-8-13-26(25(29)14-20)36-17-19-6-7-19/h2-5,8-15,19H,6-7,16-17H2,1H3,(H,32,33)/p-1","High Potency 
(less than 1 $\mu$M)",1.144221404123405,1.009843226599608,-0.3679564275842683,0.6394704707680927,-0.4988438513993961,-0.29971208424045914,-0.5432941086504669
CHEMBL3682568,500.62,2.0,5.86,BDBM151655,Cc1c(N(Cc2ccc3c(c2)CCC3(C)C)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,IC50,1.3,nM,8.89,,17.75,0.34,3.03,10.15,,"InChI=1S/C29H28N2O4S/c1-19-25-7-5-4-6-23(25)17-30-27(19)31(36(34,35)24-11-9-21(10-12-24)28(32)33)18-20-8-13-26-22(16-20)14-15-29(26,2)3/h4-13,16-17H,14-15,18H2,1-3H3,(H,32,33)","High Potency 
(less than 1 $\mu$M)",0.5273109775208121,0.8431349753683085,-0.3691072774743467,1.6714725628367528,0.4025553870595132,0.9510233293553951,0.033549671599665765
CHEMBL3682591,584.49,2.0,6.55,BDBM151679,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(C(F)(F)F)c2ccccc12,IC50,21.0,nM,7.68,,13.14,0.26,1.13,7.93,,"InChI=1S/C26H18F6N2O5S/c1-15-20-4-2-3-5-21(20)22(25(27,28)29)33-23(15)34(14-16-6-10-18(11-7-16)39-26(30,31)32)40(37,38)19-12-8-17(9-13-19)24(35)36/h2-13H,14H2,1H3,(H,35,36)","High Potency 
(less than 1 $\mu$M)",1.4132746329858716,1.36599267241193,-0.3678948848093978,0.6221258977921484,-0.7993102642190327,-0.7343648166248343,-0.5485381430163773
CHEMBL3682608,530.52,2.0,5.84,BDBM151696,Cc1ccc2c(C)c(N(Cc3ccc(OC(F)(F)F)cc3)S(=O)(=O)c3ccc(C(=O)O)cc3)ncc2c1,IC50,109.0,nM,6.96,,13.12,0.26,1.12,7.19,,"InChI=1S/C26H21F3N2O5S/c1-16-3-12-23-17(2)24(30-14-20(23)13-16)31(15-18-4-8-21(9-5-18)36-26(27,28)29)37(34,35)22-10-6-19(7-11-22)25(32)33/h3-14H,15H2,1-2H3,(H,32,33)","High Potency 
(less than 1 $\mu$M)",0.8431606651135779,0.8279796798018264,-0.36247912062079346,-0.0022787293418303663,-0.7993102642190327,-0.7432352805510458,-0.742567414555058
CHEMBL3682615,572.92,2.0,6.19,BDBM151703,Cc1cc2c(Cl)cccc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)[O-])cc1,IC50,11.0,nM,7.96,,14.45,0.29,1.77,8.22,,"InChI=1S/C25H18ClF3N2O5S/c1-15-13-20-21(26)3-2-4-22(20)30-23(15)31(14-16-5-9-18(10-6-16)36-25(27,28)29)37(34,35)19-11-7-17(8-12-19)24(32)33/h2-13H,14H2,1H3,(H,32,33)/p-1","High Potency 
(less than 1 $\mu$M)",1.2910545364825836,1.0931973522152583,-0.36851031255810285,0.8649499194553627,-0.34861064498957856,-0.1666551253472832,-0.47249964471067774
CHEMBL3682619,538.48,2.0,5.54,BDBM151707,Cc1cc2ccccc2nc1N(Cc1cccc(OC(F)(F)F)c1)S(=O)(=O)c1ccc(C(=O)[O-])cc1,IC50,17.0,nM,7.77,,15.04,0.29,2.23,8.03,,"InChI=1S/C25H19F3N2O5S/c1-16-13-19-6-2-3-8-22(19)29-23(16)30(15-17-5-4-7-20(14-17)35-25(26,27)28)36(33,34)21-11-9-18(10-12-21)24(31)32/h2-14H,15H2,1H3,(H,31,32)/p-1","High Potency 
(less than 1 $\mu$M)",0.9272464013422879,0.6006502463045996,-0.3681410559088798,0.7001764761838957,-0.34861064498957856,0.24138621525845655,-0.5223179711868259
CHEMBL3687320,534.49,2.0,5.67,BDBM151711,Cc1cc2ccc(F)cc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,IC50,70.0,nM,7.16,,13.39,0.26,1.48,7.39,,"InChI=1S/C25H18F4N2O5S/c1-15-12-18-4-7-19(26)13-22(18)30-23(15)31(14-16-2-8-20(9-3-16)36-25(27,28)29)37(34,35)21-10-5-17(6-11-21)24(32)33/h2-13H,14H2,1H3,(H,32,33)","High Potency 
(less than 1 $\mu$M)",0.885097897880912,0.6991596674867312,-0.3648792888407431,0.1711670004176084,-0.7993102642190327,-0.4238985792074235,-0.6901270708959553
